Conn_id, Client_ip, Server_ip,Ip_protocol ,Udp_client_port,server,Tran_id ,Start_time ,num_inbound_packets_in_range,num_oubound_packets_in_range,max_packet_size_inbound,min_packet_size_inbound ,max_diff_time_inbound_threshold, min_diff_time_inbound_threshold, RTT
30,192.168.0.0,82.166.0.0,17,53640,0,19,07:47:49,0,0,0,0,0,0,-1
30,192.168.0.0,82.166.0.0,17,53640,0,20,07:47:49,32,0,1250,1246,0.003223,0.000001,0.004416
30,192.168.0.0,82.166.0.0,17,53640,0,21,07:47:49,1801,120,1250,1250,0.179238,0.000001,0.00136
30,192.168.0.0,82.166.0.0,17,53640,0,22,07:47:49,0,0,0,0,0,0,-1
30,192.168.0.0,82.166.0.0,17,53640,0,23,07:47:49,0,0,0,0,0,0,-1
30,192.168.0.0,82.166.0.0,17,53640,0,24,07:47:49,0,0,0,0,0,0,-1
30,192.168.0.0,82.166.0.0,17,53640,0,25,07:47:49,772,79,1250,512,0.006844,0.000001,0.004704
31,192.168.0.0,82.166.0.0,17,38645,0,0,07:47:52,1582,109,1250,1028,0.010782,0.000001,0.005763
31,192.168.0.0,82.166.0.0,17,38645,0,1,07:47:52,0,0,0,0,0,0,-1
31,192.168.0.0,82.166.0.0,17,38645,0,2,07:47:52,0,0,0,0,0,0,-1
31,192.168.0.0,82.166.0.0,17,38645,0,3,07:47:52,0,0,0,0,0,0,-1
31,192.168.0.0,82.166.0.0,17,38645,0,4,07:47:52,0,1,0,0,0,0,-1
31,192.168.0.0,82.166.0.0,17,38645,0,5,07:47:52,0,0,0,0,0,0,-1
31,192.168.0.0,82.166.0.0,17,38645,0,6,07:47:52,0,0,0,0,0,0,-1
31,192.168.0.0,82.166.0.0,17,38645,0,7,07:47:52,0,1,0,0,0,0,-1
32,192.168.0.0,212.29.0.0,17,40375,0,0,07:59:20,5,8,1250,530,0.011543,0.000002,0.003943
32,192.168.0.0,212.29.0.0,17,40375,0,1,07:59:24,0,0,0,0,0,0,-1
32,192.168.0.0,212.29.0.0,17,40375,0,2,07:59:24,0,0,0,0,0,0,-1
32,192.168.0.0,212.29.0.0,17,40375,0,3,07:59:24,0,0,0,0,0,0,-1
32,192.168.0.0,212.29.0.0,17,40375,0,4,07:59:24,1212,118,1250,520,0.181451,0.000001,0.00622
33,192.168.0.0,82.166.0.0,17,37672,0,0,08:07:22,722,52,1250,619,0.00723,0.000001,0.003595
33,192.168.0.0,82.166.0.0,17,37672,0,1,08:07:23,0,0,0,0,0,0,-1
33,192.168.0.0,82.166.0.0,17,37672,0,2,08:07:23,0,0,0,0,0,0,-1
33,192.168.0.0,82.166.0.0,17,37672,0,3,08:07:23,0,0,0,0,0,0,-1
33,192.168.0.0,82.166.0.0,17,37672,0,4,08:07:23,358,20,1250,643,0.006187,0.000001,0.003821
33,192.168.0.0,82.166.0.0,17,37672,0,5,08:07:23,0,0,0,0,0,0,-1
33,192.168.0.0,82.166.0.0,17,37672,0,6,08:07:23,2371,193,1250,1250,0.057062,0.000001,0.005528
33,192.168.0.0,82.166.0.0,17,37672,0,7,08:07:23,0,0,0,0,0,0,-1
33,192.168.0.0,82.166.0.0,17,37672,0,8,08:07:23,144,14,1250,1246,0.002866,0.000001,0.003837
33,192.168.0.0,82.166.0.0,17,37672,0,9,08:07:31,0,0,0,0,0,0,-1
33,192.168.0.0,82.166.0.0,17,37672,0,10,08:07:31,0,2,0,0,0,0,-1
33,192.168.0.0,82.166.0.0,17,37672,0,11,08:07:32,0,0,0,0,0,0,-1
33,192.168.0.0,82.166.0.0,17,37672,0,12,08:07:32,0,4,0,0,0,0,-1
34,192.168.0.0,173.194.0.0,17,53034,0,0,07:30:30,5,0,1250,611,0.000056,0.000003,0.055937
34,192.168.0.0,173.194.0.0,17,53034,0,1,07:30:30,0,4,0,0,0,0,-1
34,192.168.0.0,173.194.0.0,17,53034,0,2,07:30:30,0,0,0,0,0,0,-1
34,192.168.0.0,173.194.0.0,17,53034,0,3,07:30:30,1769,123,1250,531,0.184899,0.000001,0.052388
35,192.168.0.0,194.90.0.0,17,52511,0,0,07:34:43,6,10,1250,530,1.176062,0.000003,0.004922
35,192.168.0.0,194.90.0.0,17,52511,0,1,07:34:44,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,2,07:34:44,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,3,07:34:44,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,4,07:34:44,2768,231,1250,1244,0.358682,0.000001,0.003719
35,192.168.0.0,194.90.0.0,17,52511,0,5,07:34:49,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,6,07:34:49,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,7,07:34:49,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,8,07:34:49,2460,165,1250,1031,0.369356,0.000001,0.003448
35,192.168.0.0,194.90.0.0,17,52511,0,9,07:34:58,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,10,07:34:58,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,11,07:34:58,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,12,07:34:58,2026,105,1250,1157,0.009105,0.000001,0.003739
35,192.168.0.0,194.90.0.0,17,52511,0,13,07:35:05,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,14,07:35:05,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,15,07:35:05,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,16,07:35:05,2436,179,1250,776,0.328265,0.000001,0.003858
35,192.168.0.0,194.90.0.0,17,52511,0,17,07:35:09,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,18,07:35:09,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,19,07:35:09,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,20,07:35:09,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,21,07:35:09,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,22,07:35:09,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,23,07:35:09,0,1,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,24,07:35:11,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,25,07:35:12,0,0,0,0,0,0,-1
35,192.168.0.0,194.90.0.0,17,52511,0,26,07:35:15,0,1,0,0,0,0,-1
36,192.168.0.0,82.166.0.0,17,55703,0,0,08:04:51,0,0,0,0,0,0,-1
36,192.168.0.0,82.166.0.0,17,55703,0,1,08:04:51,0,0,0,0,0,0,-1
36,192.168.0.0,82.166.0.0,17,55703,0,2,08:04:51,0,0,0,0,0,0,-1
36,192.168.0.0,82.166.0.0,17,55703,0,3,08:04:51,0,0,0,0,0,0,-1
36,192.168.0.0,82.166.0.0,17,55703,0,4,08:04:51,0,0,0,0,0,0,-1
36,192.168.0.0,82.166.0.0,17,55703,0,5,08:04:51,0,0,0,0,0,0,-1
36,192.168.0.0,82.166.0.0,17,55703,0,6,08:04:51,0,0,0,0,0,0,-1
36,192.168.0.0,82.166.0.0,17,55703,0,7,08:04:51,558,29,1250,1250,0.157296,0.000001,0.932016
36,192.168.0.0,82.166.0.0,17,55703,0,8,08:04:53,0,0,0,0,0,0,-1
36,192.168.0.0,82.166.0.0,17,55703,0,9,08:04:53,509,10,1250,721,0.002862,0.000001,0.000652
36,192.168.0.0,82.166.0.0,17,55703,0,10,08:04:53,231,44,1250,1156,0.070888,0.000001,0.002191
37,192.168.0.0,194.90.0.0,17,40531,0,0,07:30:07,5,10,1250,530,0.015644,0.000002,0.005762
37,192.168.0.0,194.90.0.0,17,40531,0,1,07:30:08,0,0,0,0,0,0,-1
37,192.168.0.0,194.90.0.0,17,40531,0,2,07:30:08,0,0,0,0,0,0,-1
37,192.168.0.0,194.90.0.0,17,40531,0,3,07:30:08,0,0,0,0,0,0,-1
37,192.168.0.0,194.90.0.0,17,40531,0,4,07:30:08,1540,177,1250,616,0.349524,0.000001,0.084485
37,192.168.0.0,194.90.0.0,17,40531,0,5,07:30:12,0,0,0,0,0,0,-1
37,192.168.0.0,194.90.0.0,17,40531,0,6,07:30:12,0,2,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,0,08:01:19,5,6,1250,530,0.016043,0.000002,0.005586
38,192.168.0.0,82.166.0.0,17,58726,0,1,08:01:26,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,2,08:01:26,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,3,08:01:26,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,4,08:01:26,1622,140,1250,733,0.006186,0.000001,0.003795
38,192.168.0.0,82.166.0.0,17,58726,0,5,08:01:34,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,6,08:01:34,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,7,08:01:34,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,8,08:01:34,895,58,1250,1172,0.006877,0.000001,0.003832
38,192.168.0.0,82.166.0.0,17,58726,0,9,08:01:41,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,10,08:01:41,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,11,08:01:41,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,12,08:01:41,1538,76,1250,841,0.010914,0.000001,0.004258
38,192.168.0.0,82.166.0.0,17,58726,0,13,08:01:49,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,14,08:01:49,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,15,08:01:49,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,16,08:01:49,1264,82,1250,632,0.024795,0.000001,0.00397
38,192.168.0.0,82.166.0.0,17,58726,0,17,08:01:57,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,18,08:01:57,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,19,08:01:57,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,20,08:01:57,453,24,1250,983,0.003218,0.000001,0.003965
38,192.168.0.0,82.166.0.0,17,58726,0,21,08:02:04,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,22,08:02:04,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,23,08:02:04,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,24,08:02:04,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,25,08:02:04,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,26,08:02:05,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,27,08:02:05,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,28,08:02:06,0,1,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,29,08:02:07,0,0,0,0,0,0,-1
38,192.168.0.0,82.166.0.0,17,58726,0,30,08:02:09,0,1,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,0,07:51:34,4,1,1250,1250,0.000006,0.000001,0.005826
39,192.168.0.0,82.166.0.0,17,56739,0,1,07:51:34,2,4,1250,530,0.040566,0.040566,0.008402
39,192.168.0.0,82.166.0.0,17,56739,0,2,07:51:44,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,3,07:51:44,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,4,07:51:44,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,5,07:51:44,1685,128,1250,1246,0.049967,0.000001,0.004727
39,192.168.0.0,82.166.0.0,17,56739,0,6,07:51:53,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,7,07:51:53,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,8,07:51:53,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,9,07:51:53,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,10,07:51:53,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,11,07:51:54,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,12,07:51:54,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,13,07:51:55,0,1,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,14,07:51:56,645,33,1250,1228,0.069417,0.000001,1.107771
39,192.168.0.0,82.166.0.0,17,56739,0,15,07:51:57,64,0,1250,1250,0.002279,0.000001,0.001105
39,192.168.0.0,82.166.0.0,17,56739,0,16,07:51:57,1087,71,1250,804,0.011331,0.000001,0.001126
39,192.168.0.0,82.166.0.0,17,56739,0,17,07:52:03,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,18,07:52:03,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,19,07:52:03,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,20,07:52:03,1833,139,1250,683,0.02232,0.000001,0.004543
39,192.168.0.0,82.166.0.0,17,56739,0,21,07:52:16,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,22,07:52:16,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,23,07:52:16,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,24,07:52:16,1758,129,1250,1117,0.039202,0.000001,0.004765
39,192.168.0.0,82.166.0.0,17,56739,0,25,07:52:25,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,26,07:52:25,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,27,07:52:25,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,28,07:52:25,1681,141,1250,1062,0.504868,0.000001,0.004487
39,192.168.0.0,82.166.0.0,17,56739,0,29,07:52:34,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,30,07:52:34,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,31,07:52:34,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,32,07:52:34,1626,91,1250,1246,0.012211,0.000001,0.00471
39,192.168.0.0,82.166.0.0,17,56739,0,33,07:52:45,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,34,07:52:45,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,35,07:52:45,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,36,07:52:45,1646,87,1250,755,0.008446,0.000001,0.004584
39,192.168.0.0,82.166.0.0,17,56739,0,37,07:52:56,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,38,07:52:56,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,39,07:52:56,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,40,07:52:56,1539,85,1250,729,0.005267,0.000001,0.004813
39,192.168.0.0,82.166.0.0,17,56739,0,41,07:53:07,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,42,07:53:07,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,43,07:53:07,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,44,07:53:07,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,45,07:53:07,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,46,07:53:08,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,47,07:53:08,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,48,07:53:08,0,1,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,49,07:53:10,0,0,0,0,0,0,-1
39,192.168.0.0,82.166.0.0,17,56739,0,50,07:53:12,0,1,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,0,07:47:52,1761,135,1250,929,0.412911,0.000001,0.005104
40,192.168.0.0,82.166.0.0,17,48740,0,1,07:47:54,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,2,07:47:54,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,3,07:47:54,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,4,07:47:54,1833,164,1250,1140,0.538267,0.000001,0.005479
40,192.168.0.0,82.166.0.0,17,48740,0,5,07:48:03,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,6,07:48:03,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,7,07:48:03,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,8,07:48:03,2102,187,1250,750,0.264441,0.000001,0.005367
40,192.168.0.0,82.166.0.0,17,48740,0,9,07:48:11,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,10,07:48:11,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,11,07:48:11,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,12,07:48:11,911,74,1250,579,0.006093,0.000001,0.005581
40,192.168.0.0,82.166.0.0,17,48740,0,13,07:48:19,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,14,07:48:19,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,15,07:48:19,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,16,07:48:19,1656,118,1250,688,0.340318,0.000001,0.005302
40,192.168.0.0,82.166.0.0,17,48740,0,17,07:48:26,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,18,07:48:26,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,19,07:48:26,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,20,07:48:26,1554,86,1250,706,0.016974,0.000001,0.005497
40,192.168.0.0,82.166.0.0,17,48740,0,21,07:48:34,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,22,07:48:34,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,23,07:48:34,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,24,07:48:34,1958,140,1250,675,0.146248,0.000001,0.005197
40,192.168.0.0,82.166.0.0,17,48740,0,25,07:48:42,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,26,07:48:42,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,27,07:48:42,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,28,07:48:42,1598,100,1250,685,0.009933,0.000001,0.005754
40,192.168.0.0,82.166.0.0,17,48740,0,29,07:48:49,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,30,07:48:49,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,31,07:48:49,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,32,07:48:49,2013,135,1250,1150,0.443659,0.000001,0.00535
40,192.168.0.0,82.166.0.0,17,48740,0,33,07:48:57,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,34,07:48:57,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,35,07:48:57,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,36,07:48:57,1607,78,1250,599,0.01191,0.000001,0.005755
40,192.168.0.0,82.166.0.0,17,48740,0,37,07:49:05,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,38,07:49:05,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,39,07:49:05,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,40,07:49:05,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,41,07:49:05,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,42,07:49:05,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,43,07:49:05,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,44,07:49:06,0,1,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,45,07:49:09,1633,108,1250,1242,0.034995,0.000001,0.094458
40,192.168.0.0,82.166.0.0,17,48740,0,46,07:49:13,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,47,07:49:13,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,48,07:49:13,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,49,07:49:13,1772,141,1250,1245,0.02001,0.000001,0.005224
40,192.168.0.0,82.166.0.0,17,48740,0,50,07:49:22,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,51,07:49:22,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,52,07:49:22,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,53,07:49:22,1226,69,1250,665,0.003957,0.000001,0.005511
40,192.168.0.0,82.166.0.0,17,48740,0,54,07:49:31,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,55,07:49:31,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,56,07:49:31,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,57,07:49:31,1783,85,1250,591,0.011553,0.000001,0.005696
40,192.168.0.0,82.166.0.0,17,48740,0,58,07:49:40,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,59,07:49:40,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,60,07:49:40,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,61,07:49:40,1563,109,1250,1235,0.012547,0.000001,0.005849
40,192.168.0.0,82.166.0.0,17,48740,0,62,07:49:55,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,63,07:49:55,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,64,07:49:55,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,65,07:49:55,1944,146,1250,564,0.01915,0.000001,0.005292
40,192.168.0.0,82.166.0.0,17,48740,0,66,07:50:06,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,67,07:50:06,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,68,07:50:06,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,69,07:50:06,1791,99,1250,796,0.008709,0.000001,0.005179
40,192.168.0.0,82.166.0.0,17,48740,0,70,07:50:16,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,71,07:50:16,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,72,07:50:16,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,73,07:50:16,1537,75,1250,692,0.003874,0.000001,0.005485
40,192.168.0.0,82.166.0.0,17,48740,0,74,07:50:26,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,75,07:50:26,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,76,07:50:26,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,77,07:50:26,1643,102,1250,947,0.009172,0.000001,0.005235
40,192.168.0.0,82.166.0.0,17,48740,0,78,07:50:36,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,79,07:50:36,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,80,07:50:36,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,81,07:50:36,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,82,07:50:36,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,83,07:50:37,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,84,07:50:37,0,0,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,85,07:50:37,0,1,0,0,0,0,-1
40,192.168.0.0,82.166.0.0,17,48740,0,86,07:50:39,1,1,1250,1250,0,0,1.555006
41,192.168.0.0,82.166.0.0,17,46754,0,0,07:45:49,0,1,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,1,07:45:49,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,2,07:45:49,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,3,07:45:49,0,1,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,4,07:45:49,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,5,07:45:49,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,6,07:45:49,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,7,07:45:49,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,8,07:45:50,1,0,1250,1250,0,0,0.004802
41,192.168.0.0,82.166.0.0,17,46754,0,9,07:45:50,4,3,1250,577,0.002091,0.000007,0.004051
41,192.168.0.0,82.166.0.0,17,46754,0,10,07:45:50,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,11,07:45:50,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,12,07:45:50,1696,177,1250,531,0.123363,0.000001,0.003271
41,192.168.0.0,82.166.0.0,17,46754,0,13,07:45:51,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,14,07:45:51,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,15,07:45:51,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,16,07:45:51,1719,137,1250,709,0.213534,0.000001,0.004529
41,192.168.0.0,82.166.0.0,17,46754,0,17,07:45:52,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,18,07:45:52,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,19,07:45:52,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,20,07:45:52,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,21,07:45:52,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,22,07:45:52,0,0,0,0,0,0,-1
41,192.168.0.0,82.166.0.0,17,46754,0,23,07:45:52,0,0,0,0,0,0,-1
