Connections num,Average duration of the videos ,Average size of the videos ,Average number of TDRs per video,Average size of the TDRs per video,Average duration of the TDRs per video,Average time between two consecutive TDRs in a video connection
71,29.664354,7928458.042,21.887324,363295.5174,0.376424,1.620206
